"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","HRWKD","TOT","HR_WKD","A","1999",1730,
"SVN","HRWKD","TOT","HR_WKD","A","2000",1710.1,
"SVN","HRWKD","TOT","HR_WKD","A","2001",1695.9,
"SVN","HRWKD","TOT","HR_WKD","A","2002",1720.5,
"SVN","HRWKD","TOT","HR_WKD","A","2003",1723.8,
"SVN","HRWKD","TOT","HR_WKD","A","2004",1736.6,
"SVN","HRWKD","TOT","HR_WKD","A","2005",1696.6,
"SVN","HRWKD","TOT","HR_WKD","A","2006",1667.5,
"SVN","HRWKD","TOT","HR_WKD","A","2007",1654.9,
"SVN","HRWKD","TOT","HR_WKD","A","2008",1673.7,
"SVN","HRWKD","TOT","HR_WKD","A","2009",1678.8,
"SVN","HRWKD","TOT","HR_WKD","A","2010",1680.1,
"SVN","HRWKD","TOT","HR_WKD","A","2011",1663.2,
"SVN","HRWKD","TOT","HR_WKD","A","2012",1644.6,
"SVN","HRWKD","TOT","HR_WKD","A","2013",1662.4,
"SVN","HRWKD","TOT","HR_WKD","A","2014",1681.9,
"SVN","HRWKD","TOT","HR_WKD","A","2015",1687.8,
"SVN","HRWKD","TOT","HR_WKD","A","2016",1652.9,
"SVN","HRWKD","TOT","HR_WKD","A","2017",1621.7,
"SVN","HRWKD","TOT","HR_WKD","A","2018",1602.8,
"OECD","HRWKD","TOT","HR_WKD","A","1990",1838,
"OECD","HRWKD","TOT","HR_WKD","A","1991",1830,
"OECD","HRWKD","TOT","HR_WKD","A","1992",1826,
"OECD","HRWKD","TOT","HR_WKD","A","1993",1820,
"OECD","HRWKD","TOT","HR_WKD","A","1994",1824,
"OECD","HRWKD","TOT","HR_WKD","A","1995",1822,
"OECD","HRWKD","TOT","HR_WKD","A","1996",1826,
"OECD","HRWKD","TOT","HR_WKD","A","1997",1824,
"OECD","HRWKD","TOT","HR_WKD","A","1998",1816,
"OECD","HRWKD","TOT","HR_WKD","A","1999",1813,
"OECD","HRWKD","TOT","HR_WKD","A","2000",1804,
"OECD","HRWKD","TOT","HR_WKD","A","2001",1790,
"OECD","HRWKD","TOT","HR_WKD","A","2002",1786,
"OECD","HRWKD","TOT","HR_WKD","A","2003",1777,
"OECD","HRWKD","TOT","HR_WKD","A","2004",1776,
"OECD","HRWKD","TOT","HR_WKD","A","2005",1772,
"OECD","HRWKD","TOT","HR_WKD","A","2006",1770,
"OECD","HRWKD","TOT","HR_WKD","A","2007",1768,
"OECD","HRWKD","TOT","HR_WKD","A","2008",1766,
"OECD","HRWKD","TOT","HR_WKD","A","2009",1731,
"OECD","HRWKD","TOT","HR_WKD","A","2010",1751,
"OECD","HRWKD","TOT","HR_WKD","A","2011",1750,
"OECD","HRWKD","TOT","HR_WKD","A","2012",1748,
"OECD","HRWKD","TOT","HR_WKD","A","2013",1744,
"OECD","HRWKD","TOT","HR_WKD","A","2014",1742,
"OECD","HRWKD","TOT","HR_WKD","A","2015",1743,
"OECD","HRWKD","TOT","HR_WKD","A","2016",1743,
"OECD","HRWKD","TOT","HR_WKD","A","2017",1737,
"OECD","HRWKD","TOT","HR_WKD","A","2018",1734,
"LVA","HRWKD","TOT","HR_WKD","A","2000",1775,
"LVA","HRWKD","TOT","HR_WKD","A","2001",1785,
"LVA","HRWKD","TOT","HR_WKD","A","2002",1741,
"LVA","HRWKD","TOT","HR_WKD","A","2003",1732,
"LVA","HRWKD","TOT","HR_WKD","A","2004",1687,
"LVA","HRWKD","TOT","HR_WKD","A","2005",1712,
"LVA","HRWKD","TOT","HR_WKD","A","2006",1713,
"LVA","HRWKD","TOT","HR_WKD","A","2007",1687,
"LVA","HRWKD","TOT","HR_WKD","A","2008",1799,
"LVA","HRWKD","TOT","HR_WKD","A","2009",1754,
"LVA","HRWKD","TOT","HR_WKD","A","2010",1738,
"LVA","HRWKD","TOT","HR_WKD","A","2011",1753,
"LVA","HRWKD","TOT","HR_WKD","A","2012",1738,
"LVA","HRWKD","TOT","HR_WKD","A","2013",1732,
"LVA","HRWKD","TOT","HR_WKD","A","2014",1741,
"LVA","HRWKD","TOT","HR_WKD","A","2015",1708,
"LVA","HRWKD","TOT","HR_WKD","A","2016",1709,
"LVA","HRWKD","TOT","HR_WKD","A","2017",1695,
"LVA","HRWKD","TOT","HR_WKD","A","2018",1699,
"LTU","HRWKD","TOT","HR_WKD","A","1995",1508,
"LTU","HRWKD","TOT","HR_WKD","A","1996",1506,
"LTU","HRWKD","TOT","HR_WKD","A","1997",1511,
"LTU","HRWKD","TOT","HR_WKD","A","1998",1552,
"LTU","HRWKD","TOT","HR_WKD","A","1999",1505,
"LTU","HRWKD","TOT","HR_WKD","A","2000",1610,
"LTU","HRWKD","TOT","HR_WKD","A","2001",1597,
"LTU","HRWKD","TOT","HR_WKD","A","2002",1572,
"LTU","HRWKD","TOT","HR_WKD","A","2003",1558,
"LTU","HRWKD","TOT","HR_WKD","A","2004",1638,
"LTU","HRWKD","TOT","HR_WKD","A","2005",1639,
"LTU","HRWKD","TOT","HR_WKD","A","2006",1635,
"LTU","HRWKD","TOT","HR_WKD","A","2007",1660,
"LTU","HRWKD","TOT","HR_WKD","A","2008",1686,
"LTU","HRWKD","TOT","HR_WKD","A","2009",1625,
"LTU","HRWKD","TOT","HR_WKD","A","2010",1643,
"LTU","HRWKD","TOT","HR_WKD","A","2011",1621,
"LTU","HRWKD","TOT","HR_WKD","A","2012",1620,
"LTU","HRWKD","TOT","HR_WKD","A","2013",1606,
"LTU","HRWKD","TOT","HR_WKD","A","2014",1599,
"LTU","HRWKD","TOT","HR_WKD","A","2015",1622,
"LTU","HRWKD","TOT","HR_WKD","A","2016",1644,
"LTU","HRWKD","TOT","HR_WKD","A","2017",1608,
"LTU","HRWKD","TOT","HR_WKD","A","2018",1616,
"CRI","HRWKD","TOT","HR_WKD","A","1990",2358,
"CRI","HRWKD","TOT","HR_WKD","A","1991",2272,
"CRI","HRWKD","TOT","HR_WKD","A","1992",2359,
"CRI","HRWKD","TOT","HR_WKD","A","1993",2346,
"CRI","HRWKD","TOT","HR_WKD","A","1994",2370,
"CRI","HRWKD","TOT","HR_WKD","A","1995",2345,
"CRI","HRWKD","TOT","HR_WKD","A","1996",2387,
"CRI","HRWKD","TOT","HR_WKD","A","1997",2365,
"CRI","HRWKD","TOT","HR_WKD","A","1998",2356,
"CRI","HRWKD","TOT","HR_WKD","A","1999",2370,
"CRI","HRWKD","TOT","HR_WKD","A","2000",2362,
"CRI","HRWKD","TOT","HR_WKD","A","2001",2329,
"CRI","HRWKD","TOT","HR_WKD","A","2002",2357,
"CRI","HRWKD","TOT","HR_WKD","A","2003",2350,
"CRI","HRWKD","TOT","HR_WKD","A","2004",2369,
"CRI","HRWKD","TOT","HR_WKD","A","2005",2352,
"CRI","HRWKD","TOT","HR_WKD","A","2006",2360,
"CRI","HRWKD","TOT","HR_WKD","A","2007",2387,
"CRI","HRWKD","TOT","HR_WKD","A","2008",2392,
"CRI","HRWKD","TOT","HR_WKD","A","2009",2348,
"CRI","HRWKD","TOT","HR_WKD","A","2010",2243.1,
"CRI","HRWKD","TOT","HR_WKD","A","2011",2285.3,
"CRI","HRWKD","TOT","HR_WKD","A","2012",2233.4,
"CRI","HRWKD","TOT","HR_WKD","A","2013",2140.6,
"CRI","HRWKD","TOT","HR_WKD","A","2014",2121.7,
"CRI","HRWKD","TOT","HR_WKD","A","2015",2148.2,
"CRI","HRWKD","TOT","HR_WKD","A","2016",2204.7,
"CRI","HRWKD","TOT","HR_WKD","A","2017",2178.9,
"CRI","HRWKD","TOT","HR_WKD","A","2018",2121,
